,eps,G_up,G_down
523,2.622382382382382,169734.3448574149,101224.5495923697
524,2.6273773773773774,170285.3924921666,101364.65437309377
525,2.632372372372372,170839.40735595106,101505.43341981225
526,2.6373673673673674,171396.4033725551,101646.88970476565
527,2.642362362362362,171956.39451865855,101789.02621101568
528,2.6473573573573574,172519.3948239833,101931.84593247481
529,2.6523523523523522,173085.4183714426,102075.35187393581
530,2.6573473473473475,173654.47929729,102219.54705110134
531,2.6623423423423422,174226.59179126972,102364.43449061355
532,2.6673373373373375,174801.7700967663,102510.01723008393
533,2.6723323323323322,175380.02851095493,102656.29831812312
534,2.677327327327327,175961.38138495205,102803.28081437053
535,2.6823223223223223,176545.84312396616,102950.9677895244
536,2.687317317317317,177133.42818744874,103099.36232537158
537,2.6923123123123123,177724.1510892457,103248.4675148176
538,2.697307307307307,178318.02639774905,103398.28646191677
539,2.7023023023023023,178915.06873604874,103548.8222819021
540,2.707297297297297,179515.29278208467,103700.0781012155
541,2.7122922922922923,180118.71326879918,103852.05705753806
542,2.717287287287287,180725.34498428978,104004.76229982004
543,2.7222822822822823,181335.20277196213,104158.19698831145
544,2.727277277277277,181948.30153068315,104312.36429459232
545,2.7322722722722723,182564.6562149345,104467.26740160288
546,2.737267267267267,183184.28183496647,104622.90950367427
547,2.7422622622622623,183807.1934569518,104779.29380655887
548,2.747257257257257,184433.40620314018,104936.42352746098
549,2.7522522522522523,185062.93525201283,105094.30189506736
550,2.757247247247247,185695.795838437,105252.9321495778
551,2.7622422422422424,186332.00325382152,105412.31754273595
552,2.767237237237237,186971.57284627177,105572.46133786003
553,2.7722322322322324,187614.5200207457,105733.36680987368
554,2.777227227227227,188260.86023920952,105895.03724533677
555,2.782222222222222,188910.60902079387,106057.47594247639
556,2.787217217217217,189563.78194195044,106220.68621121769
557,2.792212212212212,190220.3946366085,106384.671373215
558,2.797207207207207,190880.46279633202,106549.4347618829
559,2.802202202202202,191544.00217047706,106714.97972242735
560,2.807197197197197,192211.02856634906,106881.3096118769
561,2.812192192192192,192881.55784936086,107048.42779911374
562,2.817187187187187,193555.60594319057,107216.33766490516
563,2.822182182182182,194233.1888299403,107385.04260193498
564,2.827177177177177,194914.32255029437,107554.5460148346
565,2.832172172172172,195599.0232036785,107724.8513202148
566,2.837167167167167,196287.30694841896,107895.96194669706
567,2.842162162162162,196979.19000190188,108067.88133494506
568,2.8471571571571572,197674.68864073313,108240.61293769645
569,2.852152152152152,198373.8192008983,108414.1602197944
570,2.8571471471471472,199076.59807792283,108588.52665821921
571,2.862142142142142,199783.04172703277,108763.71574212027
572,2.8671371371371372,200493.1666633154,108939.73097284773
573,2.872132132132132,201206.98946188047,109116.57586398446
574,2.8771271271271273,201924.52675802162,109294.25394137789
575,2.882122122122122,202645.79524737777,109472.76874317208
576,2.887117117117117,203370.8116860954,109652.12381983965
577,2.892112112112112,204099.59289099032,109832.32273421383
578,2.897107107107107,204832.15573971055,110013.36906152073
579,2.902102102102102,205568.51717089882,110195.26638941144
580,2.907097097097097,206308.6941843557,110378.01831799424
581,2.912092092092092,207052.7038412029,110561.62845986703
582,2.917087087087087,207800.56326404674,110746.10044014946
583,2.922082082082082,208552.2896371421,110931.43789651546
584,2.927077077077077,209307.9002065565,111117.6444792258
585,2.932072072072072,210067.41228033457,111304.72385116034
586,2.937067067067067,210830.84322866256,111492.67968785073
587,2.942062062062062,211598.21048403357,111681.51567751309
588,2.947057057057057,212369.53154141252,111871.23552108053
589,2.952052052052052,213144.82395840183,112061.842932236
590,2.957047047047047,213924.10535540717,112253.34163744497
591,2.962042042042042,214707.39341580356,112445.73537598836
592,2.967037037037037,215494.70588610147,112639.02789999518
593,2.972032032032032,216286.06057611387,112833.22297447585
594,2.977027027027027,217081.47535912288,113028.3243773549
595,2.982022022022022,217880.96817204682,113224.33589950402
